file_id,algorithm,model_id,MCC,G,f1,precision,tpr,tnr,project_name
ant-1.3_exp_32_train,DFDP,best_model_performance,0.0318345306167541,0.3351400312999182,0.1694915254237288,0.2631578947368421,0.125,0.8985507246376812,ant-1.3
ant-1.3_exp_32_train,RF,best_model_performance,0.09982166,0.371542028,0.210526316,0.352941176,0.15,0.920289855,ant-1.3
ant-1.3_exp_32_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_32_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_32_train,DT,best_model_performance,0.231547529,0.563857059,0.394736842,0.416666667,0.375,0.847826087,ant-1.3
ant-1.3_exp_32_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_33_train,ibea,best_model_performance,0.23071324416057076,0.5873053177282529,0.2734057971014493,0.3953488372093023,0.425,0.8115942028985508,ant-1.3
ant-1.3_exp_33_train,DFDP,best_model_performance,0.075423349461233,0.3686048903872428,0.2033898305084745,0.3157894736842105,0.15,0.9057971014492754,ant-1.3
ant-1.3_exp_33_train,RF,best_model_performance,0.073488316,0.393332105,0.222222222,0.304347826,0.175,0.884057971,ant-1.3
ant-1.3_exp_33_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_33_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_33_train,DT,best_model_performance,0.225021579,0.533819977,0.371428571,0.433333333,0.325,0.876811594,ant-1.3
ant-1.3_exp_33_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_34_train,ibea,best_model_performance,0.14975189244419534,0.5681778655989,0.3676086956521739,0.3157894736842105,0.45,0.7173913043478259,ant-1.3
ant-1.3_exp_34_train,DFDP,best_model_performance,0.0734883157569823,0.3933321051319562,0.2222222222222222,0.3043478260869565,0.175,0.8840579710144928,ant-1.3
ant-1.3_exp_34_train,RF,best_model_performance,0.113613838,0.422209509,0.253968254,0.347826087,0.2,0.891304348,ant-1.3
ant-1.3_exp_34_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_34_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_34_train,DT,best_model_performance,0.113613838,0.422209509,0.253968254,0.347826087,0.2,0.891304348,ant-1.3
ant-1.3_exp_34_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_35_train,ibea,best_model_performance,0.21284568230092188,0.6255432421712243,0.5052898550724637,0.3176470588235294,0.675,0.5797101449275363,ant-1.3
ant-1.3_exp_35_train,DFDP,best_model_performance,0.053444846561722,0.365644160590475,0.1967213114754098,0.2857142857142857,0.15,0.8913043478260869,ant-1.3
ant-1.3_exp_35_train,RF,best_model_performance,0.092274266,0.418762843,0.246153846,0.32,0.2,0.876811594,ant-1.3
ant-1.3_exp_35_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_35_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_35_train,DT,best_model_performance,0.143157924,0.484917444,0.309859155,0.35483871,0.275,0.855072464,ant-1.3
ant-1.3_exp_35_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_36_train,ibea,best_model_performance,0.17630781221325445,0.5492089172460775,0.2806521739130435,0.3571428571428571,0.375,0.8043478260869565,ant-1.3
